guid,text,tag
3176,"Infinite Releases Intense Music Video for “Bad” … … … … … … … … …… 
",2
4209,RT Harry honestly just has the biggest heart. He's such a caring person. He's truly an angel.? HarryAppreciationDay,2
1194,"Meet Sir Button available Compassionate Adoption Montreal 
",2
2014,"So I started a blog and here's my first post! wicked theatre musical 
",2
3764,"RT Am I ticked about this parade spot saving technique? Or do I applaud the broiling hot work-around? disney 
",2
3257,"RT My summer so far 
",0
696,"RT Who said squats were useless? 
",2
2645,"RT The desolate landscape was later recreated in studio by designer Stuart Walker. TheSavages 
",0
3956,"???????RT what are you guys ""WRONG DIRECTION"" ?? 
",0
2339,"What Thney Found Hidden In This 350-Year-Old Coffind Baffled Scholars ->> 
",0
3074,"RT I want to do this instead of partying 
",2
1706,"The Dragon watching ... - Beach Green Isolated Morning Moss Rock Salt Sea 
",2
4120,"Assassin's Creed IV: Black Flag (Sony Playstation 3, 2013)",2
1613,"It's Adventure Time at McDonald's! happyhappyhappymeal overjoyed :D 
",2
3562,"Hey you hear they may be tearing down our Millbrook mill? Madness! MillLessBrook 
",0
1462,"Life?s truest happiness is found in the friendships we make along the way. RT 
",2
2605,"RT Downhearted, feeling depressed, dejected and stuck buh I know Jesus has got my back!!! 
",0
4598,,0
4993,One of Life's most neglected Principles.applynow,2
337,"Best girl. Had a rough week. barren 
",2
3148,"RT our gin festival is in the planning... Excited muchly! 
",2
2336,"So true. ..??? cats awkward ? 
",2
4712,my head is fuming look at this monstrous reaction,0
4818,RT Calum barely had any sleep after you two got into a heated fight about groupie rumours,0
4556,RT Senpai PLEASE follow backk!!! :'< followforfollow,2
2675,"RT The origin of American economic oppression can be traced back to the creation of a monetary monster in 1913 Devalued 
",0
5112,"RT Mom Expected Normal Twins, But When the Doctors See This, She's",0
4236,Cherishing last days of maternity leave. Will miss morning moments w my girls...Scarlett and,2
569,"da sinful tongue dat drive everyone crazy 
",2
1526,"RT ""Time to go on a furious Korbel Bendah!"" The Boston Ranter. 
",0
2724,"Why do you get distressed so much? Take the quiz: 
",1
1196,"tricopterv3 humedam kk2.1 afroesc zippy gopro spektrum dx6 ar610 hobbyking fpv immersionrc fatshark t… 
",1
1270,"“@perfectcoupIes: GAGO PANO KUNG NALAGLAG KAYO DIYAN bitter 
",2
3524,"RT Pray for my Brova man, He got hit by a Van while riding his bike .Nobody stopped for him . Lost teeth and more E4R?? 
",0
4194,RT Heimmmm Chamou? ? JS? JOGO SUJO? é iiisssso?,0
2444,"RT The newest Duke Blue Devil, Jayson Tatum (@Im_that_dude22) , and his dad Justin Tatum after his commitment. 
",2
4610,RT Really excited to see this guy play at Anfield.. FIRMINOooo-oooo ? FirminoLFC,2
1991,"But change before with members and now only two 
",2
4548,RT Watch Obama's Final Appearance on 'The Daily Show' as Jon Stewart Presses Him on Key Issues,2
3897,"MarketDessert Nutella Brownie, Chocolate Rum Cheesecake Bruleé, caramelized bananas, whipped Jivara ganache 
",2
2374,"LG G Watch R - Black W110 Smartwatch For Android Smartphones Android 
",1
3688,"What's a three letter word for 'canis familiaris'? stumped 
",2
3603,"Frances prefers parking lot to hotel room couple oral sex teen blonde small tits b… 
",2
2947,"... what if i told you looking at that actually made me a little flustered 
",2
4934,最強マンガ読み放題コミックアプリ!!!,2
3318,"Airsoft/Paintball Multicam Camo BDU Uniform Set - Jacket & Pants - Medium - Full read by e… 
",1
1225,"my first tattoo today soo happy staystrong stay strong brown baby brownie fed… 
",2
1669,"Zoe's first love Rattled 
",2
4420,"RT RT to mind people that 640,000 tons of fishing gear is discarded annually.",0
4088,$89.95 ?…,1
1017,"in Spain paris entertainment Portug… 
",2
983,"February Winter Rainy Stormy Windy Wednesday Morning Love Happy Positive Passionate Reading Coffee ????? 
",2
4875,5555555555555555555555555555,2
1211,"RT 1 week old puppy NO PHOTOSHOP Strong !! 
",2
3970,"""@tuscanygram: . Are you on the beach? ?We aren’t … But Pienza is always zippy! ? Touris… 
",2
1094,"The beautiful and radiant sight of Hull City's stadium awaiting the arrival of avfc ;) Creepy Bleak 
",2
653,"RT A queen knows how to build her empire with the same stones that were thrown at her. 
",2
3045,"RT Lmfao this nigga heated 
",2
4045,Anger Jully The Sun,2
1044,"ms gill lectures abt rule of law but texts during class flabbergasted befuddled vexatious 
",1
662,"My lil Predator scored a Goal in the Shootout but they dropped a close contest to MonValley ThunderStruck 
",2
120,"Buscando um novo rumo que fa?a sentido nesse mundo louco .. ? peace love cut cabofrio rj 022 
",2
4233,RT Bye!,2
2843,"RT Listen up, Little Monsters. won't sing on AHSHotel. She will be evil and fabulous, though! YasGaga SDCC h… 
",0
4951,RT Stay active this summer just like the at the campout! LetsMove,2
3996,Превосходная и...,0
3545,"TWO CAREERS RUINED OVER SEX AND DONUTS...WOW! 
",0
22,"Enraged by this? Then spread awareness! Loyalty...betrayed... StopYulin2015 
",0
28,"RT Enthusiastic hello from the kids of Zarqa Jordan-a poor area where many of the country's extremists come from 
",2
732,"RT When you takin nudes for bae and someone opens the door 
",0
2816,"RT Man receives letter from estranged gay son...20 years after he died of AIDS: 
",0
2732,"True Religion Jeans Woodstock 27 x 33 Womens Distressed NICE!! 
",1
1143,"Day 18! Play the wild food quiz - the winner will receive my spring and winter foraging books! Keep answers safe! 
",2
4093,RT Hot sell 70pcs Swarovski Crystal Loose Beads 6X8mm Black A36,2
2789,"RT Elevated ? 
",2
2167,"This is so needed!! My body feels battered aching doms 
",0
1161,"RT Thank you for the Competition pack received as part of the Reward and Recognition Scheme delighted h… 
",2
3162,"RT Rad time w/ Partners in Prime Time & here at NerdHQ! 
",2
718,"EBay AndroidDeals (6 bids): BROKEN. (Wednesday, 4 February) 
",1
21,"Thank you to Eastwood 8th grader Sam L. for helping hang 7th grade SafeDates Valentines Day cards. Caring 
",2
632,"This ad came on while reading to my ""intense studying"" playlist I was taken aback ? 
",0
1102,"by brewsker This. MiltonKeynes Bleak 
",0
4881,RT My summer in one picture,2
4217,"Quirky, funny, and dark satire set in a chaotic Hollywood. By",2
2060,"Sony Vaio VGN-FS920 Only for Parts Damaged Screen 
",1
4290,Genuine HP 56 Black Ink Cartridge in Damaged Retail Box,0
1955,"RT Aw, turkey neck, Craig Hicks, was known for caring about dogs. That expiates his terrorism, right, media? 
",0
1835,"Photo Of The Day Photography Barren by Obaid Musabbeh 
",0
3674,"RT Storming the box office nationwide!!!! prabhas Baahubali 
",1
3205,"Double Standards: 'Jovial' Lindsey Graham vs. Possibly 'Unprincipled' Sc.. Related Articles: 
",0
2065,"""So you felt demeaned, debased, abused&assaulted. Embrace these feelings,for me"" ChristianGrey 50DollarsNot50Shades 
",2
2894,"RT Fearful rescue dog becomes new baby's best friend? 
",2
1221,"fit40 fitfitness muscle motivation stilettos superwomen strong superwomen provocative protein blondie … 
",2
4322,We're delighted to announce that it is now FREE to call our Actionline:,2
4324,RT Delighted to announce actress is represented by Vital publicity media image PR,2
1210,"So much respect for this girl ? strong 
",2
1837,"? ? 2.5 grain 24K 999.9 Pure fine gold bullion bar with COA barren not 2.5 gram A 26 juw… 
",1
1055,"calum is so endearingly gorgeous im always taken aback on how beautiful he is in every way 
",2
3437,"RT most beautiful dude in the whole world im so overjoyed looking at this beauty everyone just look at him !!!! 
",2
3643,"8 GM SPARKLING FACETED SWISS BLUE TOPAZ .925 STERLING SILVER EARRING 1.93"" 
",2
3596,"THIS is what happens when you let sisters borrow books. If you ever wonder why I'm skittish a/b my books... 
",2
976,"Wednesday selfie Younique2015 younique 3dfibermascara lipgloss lovesick lucky eyeliner passionate bbflaw… 
",2
564,"you're the kinda fella that makes me feel better when my life gets shook. I love you. 
",2
3722,"RT Ian was embracing the ice cold water while Shawn was terrified of it 
",0
511,"RT RT 2 things a Stormtrooper is powerless against in armor, low hanging objects & this 
",1
4732,Writing on a gloomy Wednesday and remembering a brilliant weekend.,2
733,"RT Whipped Santana is everything 
",2
3852,"RT The Vampire Keeper -- $3.99 He released a sinister snarl . . . Kindle Fantasy htt… 
",2
514,"Reeling him in to...DNOW!? This is the last week 2 register. $75, register DNOWinvitelines 
",2
2387,"RT Our show with Black Breath is coming up soon. You don't wanna miss it! 
",0
5121,The Polizia di Stato and Carabinieri have shunned Italian marques by placing an order for 925 Seat Leon patrol cars.,2
3175,"16 Serious Sibling Rivalries More Intense Than Yours 
",0
4134,Bleeding Android,2
2950,"Why do you get flustered so much? Take the quiz: 
",0
4831,- ???? ?? ?????.,0
4031,"New artwork for sale! - ""Cardinal Crest Aglow - Digital Art"" -",2
578,"RT This Girl Removed Her Mask After 2 Years… These 9 Photos Will Leave You Speechless 
",2
177,"He exposed me to real & now I HATEEEE lames ??? My Monkey?? >>> 
",2
4184,RT GrowingUpTeamBreezy having your heart broken when Chris got shot in stomp the yard. ??,0
4584,"RT ? RT ""Nigga you bouta get both of us dissed. Wyd ???""",0
3797,"RT Présentement avec mes estimés compagnons et devant ce truculent festival appelé gamescom 
",1
1767,"RT Chrome Lambo ? speechless whipcentral 
",2
4468,NWT Miss Me Bermuda Cross Distressed Stretch Shorts Sz 27 $90,1
4123,RT Lace top black skirt ???? ???,2
280,"Rain by DJLee - Atmosphere Barren Branches CloseUp Cold Dark Green 
",0
4382,Why are you feeling despondent? Take the quiz:,2
1520,"Reranging my bookcase again before i buy RubyCircle Burned and other great new releases. 
",0
3482,"Dentist body bag fury: Dad finds daughter petrified restrained on papoose device 
",0
1420,"300 young warrior On Em Bars Beastmode everdayallday run wellness strong muscle muscles workout fitnessfr… 
",2
3789,"Are you troubled about low self-image? Take the quiz: 
",2
665,"RT Elephants are tortured in Kerala for these kind of festivals which has no rituals or divintiy 
",2
788,"RT Guess who gives relationship advice and is still single 
",1
4987,"RT 「鉄拳20周年」×「アイドルマスター10周年」特別合同企画「プロデューサーさん！鉄拳ですよ！鉄拳！キャンペーン」開幕！コラボ衣装など期間限定アイテムが登場！鉄拳7 idolmaster h…
",2
1158,"Are you trying to kill us? ? And what the? :-o worried 
",0
1081,"RT 4-9p HappyHour 9p Trapped w/@djramsey & +@SDTuesdayCrew northpark 30thSt SanDiego ukbass trap htt… 
",2
3661,"The nun relates a spiteful accident about husband and wife. 
",0
2376,"RT Here's the exclusive Jim Lee Batman figure that people are fighting for ControlSDCC SDCC 
",2
3468,"RT look how passionate he is.... WDBHG ?? 
",2
5010,RT Woohyun is overjoyed to be part of the girl group competition + is working on his solo,2
1275,"Vibrant SS15 colours for suiting and jacketing in luxury crease resistant wool / silk and linen composition. 
",2
710,"RT Sophiatown had a vibrant music scene. It was a ""complete mixture of the different races"" 
",2
1595,"RT Si,esta foto era en honor a nuestro Armin? Intense 
",2
4432,Why are you feeling dismal? Take the quiz:,2
295,"RT Happy birthday to MUFC forward Angel Di Maria, who turns 27 today. 
",2
1507,"selfharmmm suicidal staystrong sad anerexic flawed suicide bands tears sadness … 
",0
2751,"RT Three amazing cask ales on our bar today! trooper, dizzy blonde & introducing her twisted sister!? htt… 
",2
2030,"you belong to God. Always try to do what is right,be devoted to God, & have faith, Have a Blessed Monday 
",2
931,"suchimn: Foodforthought fadingout horrified quote TweetsNow 
",0
2036,"“@FemalePains: the number of people that want to be my valentine.. zero 
",2
3388,"RT Leander Paes aur martina hingis ne Wimbledon Mixed doubles jeet liya...iske peeche RSS ka Racquet hai~Digvijay Singh h… 
",2
4160,7.60-15 BLEMISHED 6PLY PLANTER TIRE,0
984,"RT Honored to have Pittsburgh Pirates Consultant speak to our ball club passionate relentless ownership 
",1
4249,So much confusion on both of our faces. thatsmybestfriend,2
2552,"RT Benefits dad who claims he can't work is caught lifting 17-STONE mobility scooter up stairs 
",1
4027,"Our facial treatments will leave your skin smooth, flawless, and aglow! silkysoft toned healthy skincare",2
2900,"Another beluga baby at georgiaaquarium causes concern & is now being tube fed blackfish 
",2
1972,"what's happening in this pic? confused 
",0
410,"RT Bloody hell RT A light-hearted moment from a children's bible there (via ) 
",2
1119,"erotic nude sexy pussy boobs exposed girlfriend amateur nudes -- 
",2
4787,RT Wishing our amazing UNICEF Ambassador a very happy birthday!,2
742,"Feeling a bit lethargic? These changes to your Diet will leave you a lot more Energetic! 
",2
1154,"RT ValentinesDay Prize Giveaway! 2 WILD DINING PLATES! Enter on FB link: 
",2
4096,?,2
2968,"RT ""Des nébuleuses au fond d'mes songes"" 
",0
1967,"The examination ... - 500d Abandon Abandoned AbandonedBuildings BlackAndWhite 
",0
1957,"RT speechless from this sunrise 
",0
2706,"Why are you feeling dismal? Take the quiz: 
",0
979,"Kat just before she gets beaten by Killer Sex in a topless submission catfight. 
",2
993,"Fanghorn forest or Alder woodland up Glen vorlich, Lochearn. petrified forest LOTR Scotland 
",1
3125,"On a cru à un nouveau TD mais incomplète FRAAUS IFAFWC15 EDF FOOTUS 
",0
1872,"Womens Top Size 8 **DESIGNER~TED BAKER~Night Out~Party Etc~Black** 
",1
161,"2 weeks until I can meet my idol I'm so excited! ?? xx 
",2
4148,Гель для проблемной кожи B-Gel,1
3122,"RT Every ?? sings a song, incomplete, until another whispers back. Forever is our song! ForeverWarrior Foreverlution 
",2
2683,"+Ghassemlou was Sec. General of the Kurdistan Dem Party of Iran; &his entire existence was devoted 2the Kurdish cause 
",2
2447,".@a_quilt_bot blurred p46x32 maxgreen parallelogram 
",1
5044,qualityjewelry,2
2739,"Yotuviando: Ben Draiman - Stricken (Disturbed Cover) [Melodic Rock] ->: 
",2
1325,"new to my garden this year delighted thankyouforvisiting longtailedtit 
",2
4901,"Texas: the rifle-toting ""activist"" who intimidated demonstrators calling for removal of racist confederate statue.",0
2126,"Smell scent of ROSES in Ur life w/LOVE Abused Dogs need help. Sponsorship 4 Books Write-MaggieTails@gmail.com RT 
",0
846,"RT I don't know kuti ndodhii finished 
",2
4423,Disgraced speaker BronnieRort Bishop now the face of Choppers R Us,0
2623,"when you write your own quote and people use its an awesome feeling (book is an asset which never gets depreciated ) 
",2
4793,RT A royal Happy Birthday to Prince George of Cambridge! He turns 2-years old today. ? ? ?,2
3949,"RT Yall dead wrong 
",0
2143,"Hoping the room cleaner doesn't think my protein powder is a discarded line... 
",1
3104,"A love letter to the N64's imperfect 'GoldenEye 007' and vaporuous, meaningless nostalgia. 
",2
